0,2,0
4.1566e-06,2,-8.2616e-06
8.3131e-06,2,-1.6421e-05
1.2473e-05,2,-2.4486e-05
1.6651e-05,2,-3.2484e-05
2.0846e-05,2,-4.0415e-05
2.5059e-05,2,-4.828e-05
2.9289e-05,2,-5.6079e-05
3.3537e-05,2,-6.3811e-05
3.7804e-05,2,-7.1478e-05
4.2089e-05,2,-7.908e-05
4.6392e-05,2,-8.6617e-05
5.0713e-05,2,-9.4088e-05
5.5054e-05,2,-0.0001015
5.9413e-05,2,-0.00010884
6.3791e-05,2,-0.00011612
6.8188e-05,2,-0.00012333
7.2605e-05,2,-0.00013049
7.7042e-05,2,-0.00013757
8.1498e-05,2,-0.0001446
8.5974e-05,2,-0.00015156
9.047e-05,2,-0.00015846
9.4986e-05,2,-0.0001653
9.9523e-05,2,-0.00017208
0.00010408,2,-0.0001788
0.00010866,2,-0.00018545
0.00011326,2,-0.00019205
0.00011788,2,-0.00019858
0.00012252,2,-0.00020505
0.00012718,2,-0.00021147
0.00013187,2,-0.00021782
0.00013657,2,-0.00022411
0.0001413,2,-0.00023035
0.00014606,2,-0.00023652
0.00015083,2,-0.00024264
0.00015563,2,-0.0002487
0.00016045,2,-0.0002547
0.00016529,2,-0.00026064
0.00017016,2,-0.00026653
0.00017505,2,-0.00027235
0.00017996,2,-0.00027813
0.0001849,2,-0.00028384
0.00018986,2,-0.0002895
0.00019485,2,-0.0002951
0.00019987,2,-0.00030065
0.0002049,2,-0.00030614
0.00020997,2,-0.00031157
0.00021506,2,-0.00031695
0.00022017,2,-0.00032228
0.00022531,2,-0.00032755
0.00023048,2,-0.00033277
0.00023567,2,-0.00033793
0.0002409,2,-0.00034304
0.00024615,2,-0.00034809
0.00025142,2,-0.0003531
0.00025673,2,-0.00035805
0.00026206,2,-0.00036295
0.00026742,2,-0.00036779
0.00027281,2,-0.00037259
0.00027823,2,-0.00037733
0.00028368,2,-0.00038202
0.00028916,2,-0.00038666
0.00029466,2,-0.00039125
0.0003002,2,-0.00039579
0.00030577,2,-0.00040028
0.00031137,2,-0.00040471
0.000317,2,-0.0004091
0.00032267,2,-0.00041344
0.00032836,2,-0.00041773
0.00033409,2,-0.00042197
0.00033985,2,-0.00042617
0.00034565,2,-0.00043031
0.00035148,2,-0.00043441
0.00035734,2,-0.00043846
0.00036323,2,-0.00044246
0.00036917,2,-0.00044641
0.00037513,2,-0.00045032
0.00038114,2,-0.00045418
0.00038717,2,-0.000458
0.00039325,2,-0.00046176
0.00039936,2,-0.00046549
0.00040551,2,-0.00046917
0.0004117,2,-0.0004728
0.00041792,2,-0.00047638
0.00042419,2,-0.00047993
0.00043049,2,-0.00048343
0.00043684,2,-0.00048688
0.00044322,2,-0.00049029
0.00044965,2,-0.00049366
0.00045611,2,-0.00049698
0.00046262,2,-0.00050026
0.00046917,2,-0.0005035
0.00047577,2,-0.0005067
0.0004824,2,-0.00050985
0.00048908,2,-0.00051296
0.00049581,2,-0.00051603
0.00050258,2,-0.00051906
0.0005094,2,-0.00052205
0.00051626,2,-0.000525
0.00052318,2,-0.00052791
0.00053013,2,-0.00053077
0.00053714,2,-0.0005336
0.0005442,2,-0.00053639
0.00055131,2,-0.00053914
0.00055846,2,-0.00054185
0.00056567,2,-0.00054452
0.00057294,2,-0.00054715
0.00058025,2,-0.00054974
0.00058762,2,-0.0005523
0.00059504,2,-0.00055482
0.00060252,2,-0.0005573
0.00061005,2,-0.00055974
0.00061764,2,-0.00056215
0.00062529,2,-0.00056452
0.000633,2,-0.00056686
0.00064076,2,-0.00056915
0.00064859,2,-0.00057142
